id	basisOfRecord	dynamicProperties	occurrenceID	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	vitality	georeferenceVerificationStatus	occurrenceStatus	associatedMedia	associatedReferences	occurrenceRemarks	eventDate	eventTime	year	month	day	verbatimEventDate	samplingProtocol	continent	country	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	taxonID	scientificName	taxonRank	vernacularName
2025-08-30_Avian_棉花嶼_pond_2237	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2237	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	08:24	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2238	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2238	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	08:56	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-30_Avian_棉花嶼_pond_2239	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2239	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	09:08	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2240	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2240	研海生態顧問股份有限公司	2											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	09:08	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2241	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2241	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	09:51	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-30_Avian_棉花嶼_pond_2242	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2242	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	09:51	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000208	Motacilla tschutschensis	species	東方黃鶺鴒
2025-08-30_Avian_棉花嶼_pond_2243	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2243	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	10:14	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000208	Motacilla tschutschensis	species	東方黃鶺鴒
2025-08-30_Avian_棉花嶼_pond_2244	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2244	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	10:54	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2245	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2245	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	11:07	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2246	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2246	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	11:17	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-30_Avian_棉花嶼_pond_2247	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2247	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	11:40	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-30_Avian_棉花嶼_pond_2248	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2248	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	11:54	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-30_Avian_棉花嶼_pond_2249	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2249	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	11:54	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000208	Motacilla tschutschensis	species	東方黃鶺鴒
2025-08-30_Avian_棉花嶼_pond_2250	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2250	研海生態顧問股份有限公司	2											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	12:23	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2251	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2251	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	12:34	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2252	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2252	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	12:45	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2253	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2253	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	12:45	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-30_Avian_棉花嶼_pond_2254	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2254	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	12:56	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2255	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2255	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	12:56	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-30_Avian_棉花嶼_pond_2256	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2256	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	12:56	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000208	Motacilla tschutschensis	species	東方黃鶺鴒
2025-08-30_Avian_棉花嶼_pond_2257	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2257	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	12:55	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2258	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2258	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	12:55	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-30_Avian_棉花嶼_pond_2259	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2259	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	12:55	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000208	Motacilla tschutschensis	species	東方黃鶺鴒
2025-08-30_Avian_棉花嶼_pond_2260	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2260	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	13:06	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2261	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2261	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	13:17	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2262	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2262	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	13:17	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000208	Motacilla tschutschensis	species	東方黃鶺鴒
2025-08-30_Avian_棉花嶼_pond_2263	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2263	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	13:27	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2264	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2264	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	13:40	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2265	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2265	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	13:40	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000208	Motacilla tschutschensis	species	東方黃鶺鴒
2025-08-30_Avian_棉花嶼_pond_2266	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2266	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	13:53	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2267	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2267	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	14:05	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2268	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2268	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	14:05	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-30_Avian_棉花嶼_pond_2269	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2269	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	14:15	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000208	Motacilla tschutschensis	species	東方黃鶺鴒
2025-08-30_Avian_棉花嶼_pond_2270	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2270	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	14:25	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2271	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2271	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	14:25	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000208	Motacilla tschutschensis	species	東方黃鶺鴒
2025-08-30_Avian_棉花嶼_pond_2272	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2272	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	14:25	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000241	Motacilla	genus	鶺鴒屬
2025-08-30_Avian_棉花嶼_pond_2273	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2273	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	14:44	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2274	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2274	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	14:44	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000208	Motacilla tschutschensis	species	東方黃鶺鴒
2025-08-30_Avian_棉花嶼_pond_2275	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2275	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	14:55	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2276	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2276	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	14:55	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-30_Avian_棉花嶼_pond_2277	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2277	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	15:05	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2278	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2278	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	15:05	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-30_Avian_棉花嶼_pond_2279	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2279	研海生態顧問股份有限公司	2											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	15:24	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2280	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2280	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	15:35	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-30_Avian_棉花嶼_pond_2281	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2281	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	16:28	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000135	Lanius cristatus	species	紅尾伯勞
2025-08-30_Avian_棉花嶼_pond_2282	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2282	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	17:03	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000149	Hirundo rustica	species	家燕
2025-08-30_Avian_棉花嶼_pond_2283	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2283	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	17:30	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-30_Avian_棉花嶼_pond_2284	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2284	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	17:42	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-30_Avian_棉花嶼_pond_2285	MachineObservation		2025-08-30_Avian_棉花嶼_pond_2285	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-30	17:42	2025	8	30	2025-08-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-31_Avian_棉花嶼_pond_2286	MachineObservation		2025-08-31_Avian_棉花嶼_pond_2286	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-31	05:41	2025	8	31	2025-08-31		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-31_Avian_棉花嶼_pond_2287	MachineObservation		2025-08-31_Avian_棉花嶼_pond_2287	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-31	06:53	2025	8	31	2025-08-31		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000135	Lanius cristatus	species	紅尾伯勞
2025-08-31_Avian_棉花嶼_pond_2288	MachineObservation		2025-08-31_Avian_棉花嶼_pond_2288	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-31	07:41	2025	8	31	2025-08-31		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-31_Avian_棉花嶼_pond_2289	MachineObservation		2025-08-31_Avian_棉花嶼_pond_2289	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-31	07:58	2025	8	31	2025-08-31		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-31_Avian_棉花嶼_pond_2290	MachineObservation		2025-08-31_Avian_棉花嶼_pond_2290	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-31	08:23	2025	8	31	2025-08-31		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-31_Avian_棉花嶼_pond_2291	MachineObservation		2025-08-31_Avian_棉花嶼_pond_2291	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-31	08:49	2025	8	31	2025-08-31		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-31_Avian_棉花嶼_pond_2292	MachineObservation		2025-08-31_Avian_棉花嶼_pond_2292	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-31	09:00	2025	8	31	2025-08-31		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-31_Avian_棉花嶼_pond_2293	MachineObservation		2025-08-31_Avian_棉花嶼_pond_2293	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-31	09:31	2025	8	31	2025-08-31		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000208	Motacilla tschutschensis	species	東方黃鶺鴒
2025-08-31_Avian_棉花嶼_pond_2294	MachineObservation		2025-08-31_Avian_棉花嶼_pond_2294	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-31	09:42	2025	8	31	2025-08-31		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-31_Avian_棉花嶼_pond_2295	MachineObservation		2025-08-31_Avian_棉花嶼_pond_2295	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-31	10:06	2025	8	31	2025-08-31		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-31_Avian_棉花嶼_pond_2296	MachineObservation		2025-08-31_Avian_棉花嶼_pond_2296	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-31	10:06	2025	8	31	2025-08-31		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000208	Motacilla tschutschensis	species	東方黃鶺鴒
2025-08-31_Avian_棉花嶼_pond_2297	MachineObservation		2025-08-31_Avian_棉花嶼_pond_2297	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-31	10:17	2025	8	31	2025-08-31		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2025-08-31_Avian_棉花嶼_pond_2298	MachineObservation		2025-08-31_Avian_棉花嶼_pond_2298	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-31	10:28	2025	8	31	2025-08-31		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-31_Avian_棉花嶼_pond_2299	MachineObservation		2025-08-31_Avian_棉花嶼_pond_2299	研海生態顧問股份有限公司	2											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-31	10:28	2025	8	31	2025-08-31		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000207	Motacilla cinerea	species	灰鶺鴒
2025-08-31_Avian_棉花嶼_pond_2300	MachineObservation		2025-08-31_Avian_棉花嶼_pond_2300	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-31	10:38	2025	8	31	2025-08-31		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000208	Motacilla tschutschensis	species	東方黃鶺鴒
2025-08-31_Avian_棉花嶼_pond_2301	MachineObservation		2025-08-31_Avian_棉花嶼_pond_2301	研海生態顧問股份有限公司	2											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2025-08-31	11:00	2025	8	31	2025-08-31		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000208	Motacilla tschutschensis	species	東方黃鶺鴒
