taxonID,scientificName,taxonRank,vernacularName,kingdom,phylum,class,order,family,genus,acceptedNameUsage
KL_BenthicInvertebrate_0000123,Ulva,genus,石蓴屬,,,,,,,
KL_BenthicInvertebrate_0000124,Zoanthus,genus,菟葵屬,,,,,,,
KL_BenthicInvertebrate_0000125,Echinostrephus aciculatus,species,白尖紫叢海膽,,,,,,,
KL_BenthicInvertebrate_0000126,Gymnothorax pictus,species,細點裸胸鯙,,,,,,,
KL_BenthicInvertebrate_0000127,Cocos frillgoby,species,椰子深鰕虎,,,,,,,
KL_BenthicInvertebrate_0000128,Monetaria moneta,species,黃寶螺,,,,,,,
KL_BenthicInvertebrate_0000129,Chelidonura amoena,species,迷人燕尾海蛞蝓,,,,,,,
KL_BenthicInvertebrate_0000130,Pleuroploca trapezium,species,角赤旋螺,,,,,,,
KL_BenthicInvertebrate_0000131,Elysia marginata,species,緣邊平鰓海天牛,,,,,,,
KL_BenthicInvertebrate_0000132,Pocillopora verrucosa,species,疣鹿角珊瑚,,,,,,,
KL_BenthicInvertebrate_0000133,Stylophora pistillata,species,萼形柱珊瑚,,,,,,,
KL_BenthicInvertebrate_0000134,Acropora bushyensis,species,叢狀軸孔珊瑚,,,,,,,
KL_BenthicInvertebrate_0000135,Acropora latistella,species,盤枝軸孔珊瑚,,,,,,,
KL_BenthicInvertebrate_0000136,Acropora valenciennesi,species,華倫軸孔珊瑚,,,,,,,
KL_BenthicInvertebrate_0000137,Acropora digitifera,species,指形軸孔珊瑚,,,,,,,
KL_BenthicInvertebrate_0000138,Acropora hyacinthus,species,桌型軸孔珊瑚,,,,,,,
KL_BenthicInvertebrate_0000139,Acropora glauca,species,板葉軸孔珊瑚,,,,,,,
KL_BenthicInvertebrate_0000140,Acropora solitaryensis,species,單獨軸孔珊瑚,,,,,,,
KL_BenthicInvertebrate_0000141,Acropora tenuis,species,柔枝軸孔珊瑚,,,,,,,
KL_BenthicInvertebrate_0000142,Isopora palifera,species,籬枝同孔珊瑚,,,,,,,
KL_BenthicInvertebrate_0000143,Montipora informis,species,變形表孔珊瑚,,,,,,,
KL_BenthicInvertebrate_0000144,Montipora verrucosa,species,疣突表孔珊瑚,,,,,,,
KL_BenthicInvertebrate_0000145,Goniopora lobata,species,團塊管孔珊瑚,,,,,,,
KL_BenthicInvertebrate_0000146,Porites lichen,species,地衣微孔珊瑚,,,,,,,
KL_BenthicInvertebrate_0000147,Acanthastrea echinata,species,大棘星珊瑚,,,,,,,
KL_BenthicInvertebrate_0000148,Lobophyllia agaricia,species,蓮形合葉珊瑚,,,,,,,
KL_BenthicInvertebrate_0000149,Lobophyllia radians,species,輻紋瓣葉珊瑚,,,,,,,
KL_BenthicInvertebrate_0000150,Dipsastraea pallida,species,圈紋菊珊瑚,,,,,,,
KL_BenthicInvertebrate_0000151,Dipsastraea speciosa,species,環菊珊瑚,,,,,,,
KL_BenthicInvertebrate_0000152,Favites abdita,species,隱藏角菊珊瑚,,,,,,,
KL_BenthicInvertebrate_0000153,Favites flexuosa,species,柔角菊珊瑚,,,,,,,
KL_BenthicInvertebrate_0000154,Favites chinensis,species,中國角菊珊瑚,,,,,,,
KL_BenthicInvertebrate_0000155,Favites valenciennesii,species,華倫圓菊珊瑚,,,,,,,
KL_BenthicInvertebrate_0000156,Goniastrea edwardsi,species,艾氏角星珊瑚,,,,,,,
KL_BenthicInvertebrate_0000157,Goniastrea pectinata,species,翼形角星珊瑚,,,,,,,
KL_BenthicInvertebrate_0000158,Merulina ampliata,species,片形繩紋珊瑚,,,,,,,
KL_BenthicInvertebrate_0000159,Platygyra pini,species,小腦紋珊瑚,,,,,,,
KL_BenthicInvertebrate_0000160,Platygyra ryukyuensis,species,琉球腦紋珊瑚,,,,,,,
KL_BenthicInvertebrate_0000161,Tubastraea,genus,管星珊瑚屬,,,,,,,
KL_BenthicInvertebrate_0000162,Tubipora musica,species,笙珊瑚,,,,,,,
KL_BenthicInvertebrate_0000163,Lobophytum,genus,肉質葉形軟珊瑚,,,,,,,
KL_BenthicInvertebrate_0000164,Sarcophyton,genus,肉質軟珊瑚,,,,,,,
KL_BenthicInvertebrate_0000165,Sinularia,genus,指形軟珊瑚,,,,,,,
KL_BenthicInvertebrate_0000166,Actinia equina,species,等指海葵,,,,,,,
KL_BenthicInvertebrate_0000167,Anemonia erythraea,species,紅海葵,,,,,,,
KL_BenthicInvertebrate_0000168,Anthopleura buddemeieri,species,布氏襟疣海葵,,,,,,,
KL_BenthicInvertebrate_0000169,Capitulum mitella,species,龜足,,,,,,,
KL_Cetacean_0000001,Tursiops,genus,寬吻海豚屬,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops, 
KL_Cetacean_0000002,Tursiops truncatus,species,真瓶鼻海豚,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops, 
KL_Cetacean_0000003,Delphinus,genus,真海豚屬,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Delphinus, 
KL_Cetacean_0000004,Delphinus capensis,species,長吻真海豚,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Delphinus, 
KL_Cetacean_0000005,Pseudorca crassidens,species,偽虎鯨,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Pseudorca, 
KL_Cetacean_0000006,Cetacea,infraorder,未知鯨豚,Animalia,Chordata,Mammalia,Cetacea,,,
KL_Cetacean_0000007,Delphinidae,family,海豚科,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,,
KL_Cetacean_0000008,Tursiops aduncus,species,印太瓶鼻海豚,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops,
KL_Fish_0000001,Manta birostris,species,雙吻前口蝠鱝,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula, 
KL_Fish_0000002,Taeniura meyeni,species,邁氏擬條尾魟,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Taeniurops, 
KL_Fish_0000003,Tylosurus,genus,圓頜針魚屬,Animalia,Chordata,Teleostei,Beloniformes,Belonidae,Tylosurus , 
KL_Fish_0000004,Ablennes hians,species,扁鶴鱵,,,,,,, 
KL_Fish_0000005,Tylosurus crocodilus,species,鱷型叉尾鶴鱵,,,,,,, 
KL_Fish_0000006,Echidna nebulosa,species,星帶蝮鯙,,,,,,, 
KL_Fish_0000007,Gymnothorax,genus,裸胸鯙屬,,,,,,,
KL_Fish_0000008,Aulostomus chinensis,species,中華管口魚,,,,,,, 
KL_Fish_0000009,Abudefduf bengalensis,species,孟加拉豆娘魚,,,,,,, 
KL_Fish_0000010,Abudefduf sexfasciatus,species,六線豆娘魚,,,,,,, 
KL_Fish_0000011,Abudefduf septemfasciatus,species,七帶豆娘魚,,,,,,, 
KL_Fish_0000012,Abudefduf sordidus,species,梭地豆娘魚,,,,,,, 
KL_Fish_0000013,Abudefduf notatus,species,黃尾豆娘魚,,,,,,, 
KL_Fish_0000014,Abudefduf vaigiensis,species,條紋豆娘魚,,,,,,, 
KL_Fish_0000015,Amphiprion clarkii,species,克氏海葵魚,,,,,,, 
KL_Fish_0000017,Chromis ternatensis,species,三葉光鰓雀鯛,,,,,,, 
KL_Fish_0000018,Chromis analis,species,長臀光鰓雀鯛,,,,,,, 
KL_Fish_0000019,Chromis albicauda,species,白尾光鰓雀鯛,,,,,,, 
KL_Fish_0000020,Chrysiptera brownriggii,species,勃氏刻齒雀鯛,,,,,,, 
KL_Fish_0000021,Chromis margaritifer,species,雙斑光鰓雀鯛,,,,,,, 
KL_Fish_0000022,Chromis notata,species,斑鰭光鰓雀鯛,,,,,,, 
KL_Fish_0000023,Chromis weberi,species,魏氏光鰓雀鯛,,,,,,, 
KL_Fish_0000024,Chrysiptera biocellata,species,雙斑刻齒雀鯛,,,,,,, 
KL_Fish_0000025,Chrysiptera unimaculata,species,無斑刻齒雀鯛,,,,,,, 
KL_Fish_0000026,Chrysiptera tricincta,species,三斑刻齒雀鯛,,,,,,, 
KL_Fish_0000027,Chrysiptera starcki,species,史氏刻齒雀鯛,,,,,,, 
KL_Fish_0000028,Dascyllus trimaculatus,species,三斑圓雀鯛,,,,,,, 
KL_Fish_0000029,Plectroglyphidodon leucozonus,species,白帶固曲齒鯛,,,,,,, 
KL_Fish_0000030,Plectroglyphidodon dickii,species,迪克氏固曲齒鯛,,,,,,, 
KL_Fish_0000031,Pomacentrus bankanensis,species,班卡雀鯛,,,,,,, 
KL_Fish_0000032,Pomacentrus coelestis,species,霓虹雀鯛,,,,,,, 
KL_Fish_0000033,Stegastes altus,species,背斑高身雀鯛,,,,,,, 
KL_Fish_0000034,Stegastes obreptus,species,斑棘高身雀鯛,,,,,,, 
KL_Fish_0000035,Plectroglyphidodon fasciolatus,species,藍紋高身雀鯛,,,,,,,Stegastes fasciolatus
KL_Fish_0000036,Stegastes nigricans,species,黑高身雀鯛,,,,,,, 
KL_Fish_0000037,Cirripectes castaneus,species,頰紋頸鬚鳚,,,,,,, 
KL_Fish_0000038,Istiblennius dussumieri,species,杜氏蛙䲁,,,,,,, 
KL_Fish_0000039,Entomacrodus striatus,species,橫帶間頸鬚䲁,,,,,,, 
KL_Fish_0000040,Plagiotremus tapeinosoma,species,黑帶橫口鳚,,,,,,, 
KL_Fish_0000041,Paracirrhites forsteri,species,福氏副䱵,,,,,,, 
KL_Fish_0000042,Cirrhitus pinnulatus,species,翼䱵,,,,,,, 
KL_Fish_0000043,Fistularia commersonii,species,康氏馬鞭魚,,,,,,, 
KL_Fish_0000044,Anampses caeruleopunctatus,species,青斑阿南魚,,,,,,, 
KL_Fish_0000045,Bodianus diana,species,對斑狐鯛,,,,,,, 
KL_Fish_0000046,Cheilinus chlorourus,species,綠尾唇魚,,,,,,, 
KL_Fish_0000047,Calotomus japonicus,species,日本櫻鯉,,,,,,, 
KL_Fish_0000048,Cheilio inermis,species,管唇魚,,,,,,, 
KL_Fish_0000050,Chlorurus sordidus,species,藍頭綠鸚哥魚,,,,,,, 
KL_Fish_0000051,Coris caudimacula,species,尾斑盔魚,,,,,,, 
KL_Fish_0000052,Coris dorsomacula,species,背斑盔魚,,,,,,, 
KL_Fish_0000053,Coris gaimard,species,蓋馬氏盔魚,,,,,,, 
KL_Fish_0000054,Coris aygula,species,紅喉盔魚,,,,,,, 
KL_Fish_0000055,Cirrhilabrus cyanopleura,species,藍身絲鰭鯛,,,,,,, 
KL_Fish_0000056,Gomphosus varius,species,雜色尖嘴魚,,,,,,, 
KL_Fish_0000057,Halichoeres argus,species,大眼海豬魚,,,,,,, 
KL_Fish_0000058,Halichoeres biocellatus,species,雙斑海豬魚,,,,,,, 
KL_Fish_0000059,Halichoeres hortulanus,species,雲斑海豬魚,,,,,,, 
KL_Fish_0000060,Halichoeres,genus,海豬魚屬,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres, 
KL_Fish_0000061,Halichoeres trimaculatus,species,三斑海豬魚,,,,,,, 
KL_Fish_0000062,Halichoeres melanochir,species,黑腕海豬魚,,,,,,, 
KL_Fish_0000063,Halichoeres marginatus,species,緣鰭海豬魚,,,,,,, 
KL_Fish_0000064,Halichoeres nebulosus,species,雲紋海豬魚,,,,,,, 
KL_Fish_0000065,Labrichthys unilineatus,species,單線突唇魚,,,,,,, 
KL_Fish_0000066,Labroides dimidiatus,species,裂唇魚,,,,,,, 
KL_Fish_0000067,Macropharyngodon meleagris,species,珠斑大咽齒鯛,,,,,,, 
KL_Fish_0000068,Stethojulis bandanensis,species,黑星紫胸魚,,,,,,, 
KL_Fish_0000069,Scarus ghobban,species,藍點鸚哥魚,,,,,,, 
KL_Fish_0000070,Scarus niger,species,黑鸚哥魚,,,,,,, 
KL_Fish_0000071,Scarus rubroviolaceus,species,紅紫鸚哥魚,,,,,,, 
KL_Fish_0000072,Scarus,genus,鸚哥魚屬,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus, 
KL_Fish_0000073,Stethojulis strigiventer,species,紅紋紫胸魚,,,,,,, 
KL_Fish_0000074,Stethojulis terina,species,斷紋紫胸魚,,,,,,, 
KL_Fish_0000075,Thalassoma amblycephalum,species,鈍頭錦魚,,,,,,, 
KL_Fish_0000076,Thalassoma lunare,species,新月錦魚,,,,,,, 
KL_Fish_0000077,Thalassoma trilobatum,species,三葉錦魚,,,,,,, 
KL_Fish_0000078,Thalassoma hardwicke,species,哈氏錦魚,,,,,,, 
KL_Fish_0000079,Thalassoma jansenii,species,詹氏錦魚,,,,,,, 
KL_Fish_0000080,Ostracion meleagris,species,米點箱魨,,,,,,,
KL_Fish_0000081,Thalassoma cupido,species,環帶錦魚,,,,,,, 
KL_Fish_0000082,Thalassoma lutescens,species,胸斑錦魚/黃衣錦魚,,,,,,, 
KL_Fish_0000083,Thalassoma purpureum,species,紫錦魚,,,,,,, 
KL_Fish_0000084,Oxycheilinus unifasciatus,species,單帶尖唇魚,,,,,,, 
KL_Fish_0000085,Oxycheilinus bimaculatus,species,雙斑尖唇魚,,,,,,, 
KL_Fish_0000086,Pteragogus enneacanthus,species,九棘長鰭鸚鯛,,,,,,, 
KL_Fish_0000087,Pseudolabrus sieboldi,species,西氏擬隆頭魚,,,,,,, 
KL_Fish_0000088,Pseudolabrus eoethinus,species,紅頸擬隆頭魚,,,,,,, 
KL_Fish_0000089,Thalassoma,genus,錦魚屬,,,,,,, 
KL_Fish_0000090,Lutjanus stellatus,species,白星笛鯛,,,,,,, 
KL_Fish_0000091,Oplegnathus punctatus,species,斑石鯛,,,,,,, 
KL_Fish_0000092,Oplegnathus fasciatus,species,條石鯛,,,,,,, 
KL_Fish_0000093,Acanthurus dussumieri,species,杜氏刺尾鯛,,,,,,, 
KL_Fish_0000094,Acanthurus lineatus,species,線紋刺尾鯛,,,,,,, 
KL_Fish_0000095,Acanthurus olivaceus,species,一字刺尾鯛,,,,,,, 
KL_Fish_0000096,Acanthurus nigrofuscus,species,褐斑刺尾鯛,,,,,,, 
KL_Fish_0000097,Acanthurus triostegus,species,綠刺尾鯛,,,,,,, 
KL_Fish_0000098,Acanthurus thompsoni,species,黃尾刺尾鯛,,,,,,, 
KL_Fish_0000099,Acanthurus xanthopterus,species,黃鰭刺尾鯛,,,,,,, 
KL_Fish_0000100,Ctenochaetus striatus,species,漣紋櫛齒刺尾鯛,,,,,,, 
KL_Fish_0000101,Naso annulatus,species,環紋鼻魚,,,,,,, 
KL_Fish_0000102,Naso brevirostris,species,短吻鼻魚,,,,,,, 
KL_Fish_0000103,Naso hexacanthus,species,六棘鼻魚,,,,,,, 
KL_Fish_0000104,Naso lituratus,species,黑背鼻魚,,,,,,, 
KL_Fish_0000105,Prionurus scalprum,species,鋸尾鯛,,,,,,, 
KL_Fish_0000106,Zebrasoma velifer,species,橫帶高鰭刺尾鯛,,,,,,, 
KL_Fish_0000107,Zebrasoma scopas,species,小高鰭刺尾鯛,,,,,,, 
KL_Fish_0000108,Chaetodon ephippium,species,鞍斑蝴蝶魚,,,,,,, 
KL_Fish_0000109,Chaetodon lunula,species,月斑蝴蝶魚,,,,,,, 
KL_Fish_0000110,Chaetodon auripes,species,耳帶蝴蝶魚,,,,,,, 
KL_Fish_0000111,Chaetodon auriga,species,揚旛蝴蝶魚,,,,,,, 
KL_Fish_0000112,Chaetodon nippon,species,日本蝴蝶魚,,,,,,, 
KL_Fish_0000114,Chaetodon argentatus,species,銀身蝴蝶魚,,,,,,, 
KL_Fish_0000115,Chaetodon speculum,species,鏡斑蝴蝶魚,,,,,,, 
KL_Fish_0000116,Chaetodon citrinellus,species,胡麻斑蝴蝶魚,,,,,,, 
KL_Fish_0000117,Chaetodon kleinii,species,克氏蝴蝶魚,,,,,,, 
KL_Fish_0000118,Chaetodon melannotus,species,黑背蝴蝶魚,,,,,,, 
KL_Fish_0000119,Chaetodon unimaculatus,species,一點蝴蝶魚,,,,,,, 
KL_Fish_0000120,Chaetodon vagabundus,species,飄浮蝴蝶魚,,,,,,, 
KL_Fish_0000121,Chaetodon trifascialis,species,川紋蝴蝶魚,,,,,,, 
KL_Fish_0000122,Chaetodon bennetti,species,本氏蝴蝶魚,,,,,,, 
KL_Fish_0000123,Chaetodon plebeius,species,藍斑蝴蝶魚,,,,,,, 
KL_Fish_0000124,Forcipiger flavissimus,species,黃鑷口魚,,,,,,, 
KL_Fish_0000125,Heniochus chrysostomus,species,三帶立鰭鯛,,,,,,, 
KL_Fish_0000126,Carangoides orthogrammus,species,直線若鰺,,,,,,, 
KL_Fish_0000127,Carangoides coeruleopinnatus,species,青羽若鰺,,,,,,, 
KL_Fish_0000128,Caranx sexfasciatus,species,六帶鰺,,,,,,, 
KL_Fish_0000129,Caranx melampygus,species,藍鰭鰺,,,,,,, 
KL_Fish_0000130,Decapterus macarellus,species,頜圓鰺,,,,,,, 
KL_Fish_0000131,Seriola dumerili,species,紅甘鰺,,,,,,, 
KL_Fish_0000132,Centropyge vrolikii,species,福氏刺尻魚,,,,,,, 
KL_Fish_0000133,Pomacanthus imperator,species,條紋蓋刺魚,,,,,,, 
KL_Fish_0000134,Pomacanthus semicirculatus,species,疊波蓋刺魚,,,,,,, 
KL_Fish_0000135,Etrumeus micropus,species,小鱗脂眼鯡,,,,,,, 
KL_Fish_0000136,Cephalopholis urodeta,species,尾紋九刺鮨,,,,,,, 
KL_Fish_0000137,Epinephelus,genus,(混種)石斑屬,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus,Hybrid Epinephelus
KL_Fish_0000138,Pseudanthias squamipinnis,species,絲鰭擬花鮨,,,,,,, 
KL_Fish_0000139,Plectranthias nanus,species,短棘花鱸,,,,,,, 
KL_Fish_0000140,Pseudogramma polyacantha,species,多棘擬線鱸,,,,,,, 
KL_Fish_0000141,Kyphosus cinerascens,species,天竺舵魚,,,,,,, 
KL_Fish_0000142,Kyphosus vaigiensis,species,低鰭舵魚,,,,,,, 
KL_Fish_0000143,Sphyraena barracuda,species,巴拉金梭魚,,,,,,, 
KL_Fish_0000144,Sphyraena obtusata,species,黃尾金梭魚,,,,,,, 
KL_Fish_0000145,Gymnosarda unicolor,species,裸鰆,,,,,,, 
KL_Fish_0000146,Siganus fuscescens,species,褐臭肚魚,,,,,,, 
KL_Fish_0000147,Parupeneus multifasciatus,species,多帶海緋鯉,,,,,,, 
KL_Fish_0000148,Mulloidichthys vanicolensis,species,金帶擬鬚鯛,,,,,,, 
KL_Fish_0000149,Upeneus tragula,species,黑斑緋鯉,,,,,,, 
KL_Fish_0000150,Cheilodactylus zonatus,species,花尾唇指䱵,,,,,,, 
KL_Fish_0000151,Apogon properuptus,species,黃帶天竺鯛,,,,,,, 
KL_Fish_0000152,Cheilodipterus quinquelineatus,species,五線巨齒天竺鯛,,,,,,, 
KL_Fish_0000153,Apogon coccineus,species,紅天竺鯛,,,,,,, 
KL_Fish_0000154,Pseudamia gelatinosa,species,鈍尾擬天竺鯛,,,,,,, 
KL_Fish_0000155,Fistularia,genus,馬鞭魚,,,,,,, 
KL_Fish_0000156,Parapercis clathrata,species,四斑擬鱸,,,,,,, 
KL_Fish_0000157,Kuhlia mugil,species,鯔形湯鯉,,,,,,, 
KL_Fish_0000158,Pterois paucispinula,species,少棘簑鮋,,,,,,, 
KL_Fish_0000159,Pterois volitans,species,魔鬼梭鮋,,,,,,, 
KL_Fish_0000160,Scorpaenodes littoralis,species,淺海小鮋,,,,,,, 
KL_Fish_0000161,Scorpaenopsis cirrosa,species,鬚擬鮋,,,,,,, 
KL_Fish_0000162,Scorpaenopsis,genus,擬鮋屬,,,,,,, 
KL_Fish_0000163,Pseudochromis luteus,species,紅准雀鯛,,,,,,, 
KL_Fish_0000164,Belonepterygion fasciolatum,species,橫帶針鰭鮗,,,,,,, 
KL_Fish_0000165,Amblyeleotris wheeleri,species,威氏鈍塘鱧,,,,,,, 
KL_Fish_0000166,Bathygobius cocosensis,species,椰子深鰕虎,,,,,,, 
KL_Fish_0000167,Callogobius sclateri,species,稜頭硬皮鰕虎,,,,,,, 
KL_Fish_0000168,Callogobius,genus,硬皮鰕虎,,,,,,, 
KL_Fish_0000169,Cryptocentrus strigilliceps,species,紋斑絲蝦虎,,,,,,, 
KL_Fish_0000170,Eviota prasina,species,菲綠磯塘鱧,,,,,,, 
KL_Fish_0000171,Eviota,genus,磯塘鱧屬,,,,,,, 
KL_Fish_0000172,Fusigobius duospilus,species,裸頸植鰕虎,,,,,,, 
KL_Fish_0000173,Istigobius decoratus,species,珠點銜鯊,,,,,,, 
KL_Fish_0000174,Priolepis cincta,species,十二條鋸鱗鰕虎,,,,,,, 
KL_Fish_0000175,Priolepis inhaca,species,裸頰鋸鱗鰕虎,,,,,,, 
KL_Fish_0000176,Priolepis nuchifasciatus,species,頸紋鋸鱗鰕虎,,,,,,, 
KL_Fish_0000177,Trimma okinawae,species,沖繩磨塘鱧,,,,,,, 
KL_Fish_0000178,Trimma macrophthalma,species,圓斑磨塘鱧,,,,,,, 
KL_Fish_0000179,Helcogramma striatum,species,縱帶彎線鳚,,,,,,, 
KL_Fish_0000180,Norfolkia brachylepis,species,短鱗諾福克三鰭鳚,,,,,,, 
KL_Fish_0000181,Enneapterygius erythrosomus,species,赤身雙線鳚,,,,,,, 
KL_Fish_0000182,Helcogramma inclinata,species,三角彎線鳚,,,,,,, 
KL_Fish_0000183,Discotrema crinophilum,species,盤孔喉盤魚,,,,,,, 
KL_Fish_0000184,Zanclus cornutus,species,角蝶魚,,,,,,, 
KL_Fish_0000185,Balistoides viridescens,species,褐擬鱗魨,,,,,,, 
KL_Fish_0000186,Balistapus undulatus,species,波紋鉤鱗魨,,,,,,, 
KL_Fish_0000187,Balistoides conspicillum,species,花斑擬鱗魨,,,,,,, 
KL_Fish_0000188,Melichthys vidua,species,黑邊角鱗魨,,,,,,, 
KL_Fish_0000189,Sufflamen bursa,species,頸帶鼓氣鱗魨,,,,,,, 
KL_Fish_0000190,Sufflamen fraenatum,species,黃紋鼓氣鱗魨,,,,,,, 
KL_Fish_0000191,Sufflamen chrysopterum,species,金鰭鼓氣鱗魨,,,,,,, 
KL_Fish_0000192,Xanthichthys caeruleolineatus,species,黑帶黃鱗魨,,,,,,, 
KL_Fish_0000193,Aluterus scriptus,species,長尾革單棘魨,,,,,,, 
KL_Fish_0000194,Ostracion cubicus,species,粒突箱魨,,,,,,, 
KL_Fish_0000195,Diodon holocanthus,species,六斑二齒魨,,,,,,, 
KL_Fish_0000196,Canthigaster rivulata,species,水紋尖鼻魨,,,,,,, 
KL_Fish_0000197,Canthigaster valentini,species,瓦氏尖鼻魨,,,,,,, 
KL_Fish_0000198,Platax orbicularis,species,圓眼燕魚,Animalia,Chordata,Teleostei,Acanthuriformes,Ephippidae,Platax,
KL_Fish_0000200,Balistidae,family,鱗魨科,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,,
KL_Fish_0000201,Tilapia,genus,光鰓雀,Animalia,Chordata,Teleostei,Cichlidae ,Tilapia,,Chromis
KL_Fish_0000202,Enchelycore pardalis,species,豹紋勾吻鯙,Animalia,Chordata,Teleostei,Anguilliformes,Muraenidae,Enchelycore,
KL_Fish_0000203,Acanthuridae,family,刺尾鯛科,Animalia,Chordata,Teleostei,Acanthuriformes,Acanthuridae,,
KL_Fish_0000204,Caranx,genus,鰺屬,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Caranx,
KL_Fish_0000205,Epinephelus quoyanus,species,玳瑁石斑魚,,,,,,,
KL_Fish_0000206,Carangidae,family,鰺科,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,,
KL_Fish_0000209,Pomacanthidae,family,蓋刺魚科,Animalia,Chordata,Teleostei,Acanthuriformes,Pomacanthidae,,
KL_Fish_0000212,Monacanthidae,family,單棘魨科,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,,
KL_Fish_0000213,Carcharhinidae,family,真鯊科,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,,
KL_Fish_0000214,Ptereleotris,genus,凹尾塘鱧屬,,,,,,,
KL_Fish_0000215,Elagatis bipinnulata,species,雙帶鰺,,,,,,,
KL_Fish_0000216,Chaetodon lineolatus,species,紋身蝴蝶魚,,,,,,,
KL_Fish_0000217,Coradion altivelis,species,褐帶少女魚,,,,,,,
KL_Fish_0000218,Arothron hispidus,species,紋腹叉鼻魨,,,,,,,
KL_Fish_0000220,Kyphosidae,family,舵魚科 (鿳科),Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,,
KL_Fish_0000221,Ostraciidae,family,箱魨科,,,,,,,
KL_Fish_0000222,Sufflamen chrysopterus,species,金鰭鼓氣鱗魨,,,,,,,
KL_Fish_0000224,Anampses meleagrides,species,黃尾阿南魚,,,,,,,
KL_Fish_0000225,Monotaxis grandoculis,species,單列齒鯛,,,,,,,
KL_Fish_0000226,Diodon hystrix,species,密斑二齒魨,,,,,,,
KL_Fish_0000227,Acanthurus bariene,species,肩斑刺尾鯛,,,,,,,
KL_Fish_0000228,Anampses melanurus,species,烏尾阿南魚,,,,,,,
KL_Fish_0000229,Aprion virescens,species,藍短鰭笛鯛,,,,,,,
KL_Fish_0000230,Calotomus carolinus,species,卡羅鸚鯉,,,,,,,
KL_Fish_0000231,Chaetodon trifasciatus,species,三帶蝴蝶魚,,,,,,,
KL_Fish_0000232,Cirrhitichthys falco,species,鷹金䱵,,,,,,,
KL_Fish_0000233,Cirripectes stigmaticus,species,點斑穗肩䲁,,,,,,,
KL_Fish_0000234,Diodon liturosus,species,紋二齒魨,,,,,,,
KL_Fish_0000235,Eviota melasma,species,黑體磯塘鱧,,,,,,,
KL_Fish_0000236,Fistulariidae,family,馬鞭魚科,,,,,,,
KL_Fish_0000237,Halichoeres margaritaceus,species,斑點海豬魚,,,,,,,
KL_Fish_0000238,Labridae,family,隆頭魚科,,,,,,,
KL_Fish_0000239,Muraenidae,family,鯙科,,,,,,,
KL_Fish_0000240,Pomacentridae,family,雀鯛科,,,,,,,
KL_Fish_0000241,Scaridae,family,鸚哥魚科,,,,,,,
KL_Fish_0000242,Lactoria diaphana,species,棘背角箱魨,,,,,,,
KL_Fish_0000243,Lutjanus fulviflamma,species,火斑笛鯛,,,,,,,
KL_Fish_0000244,Mulloidichthys flavolineatus,species,黃帶擬鬚鯛,,,,,,,
KL_Fish_0000245,Pomacentrus chrysurus,species,白尾雀鯛,,,,,,,
KL_Fish_0000246,Scarus forsteni,species,福氏鸚哥魚,,,,,,,
KL_Fish_0000247,Sphyraena flavicauda,species,黃尾金梭魚,,,,,,,
KL_Fish_0000248,Thalassoma quinquevittatum,species,五帶錦魚,,,,,,,
KL_Fish_0000249,Myripristis botche,species,柏氏鋸鱗魚,,,,,,,
KL_Fish_0000250,Neoglyphidodon nigroris,species,黑褐新刻齒雀鯛,,,,,,,
KL_Fish_0000251,Neopomacentrus nemurus,species,線紋新雀鯛,,,,,,,
KL_Fish_0000252,Enneapterygius,genus,雙線鳚屬,,,,,,,
KL_Fish_0000256,Platax teira,species,尖翅燕魚,,,,,,,
KL_Fish_0000259,Dendrochirus zebra,species,斑馬短鰭簑鮋,,,,,,,
KL_Fish_0000260,Cantherhines dumerilii,species,杜氏刺鼻單棘魨,,,,,,,
KL_Fish_0000261,Coradion chrysozonus,species,金斑少女魚,,,,,,,
KL_Fish_0000262,Acanthurus japonicus,species,日本刺尾鯛,,,,,,,
KL_Fish_0000263,Seriola rivoliana,species,長鰭鰤,,,,,,,
KL_Fish_0000264,Diodontidae,family,二齒魨科,,,,,,,
KL_Fish_0000265,Dasyatidae,family,魟科,,,,,,,
KL_Fish_0000266,Cirrhitichthys aprinus,species,斑金䱵,,,,,,,
KL_Fish_0000267,Chaetodontidae,family,蝴蝶魚科,,,,,,,
