taxonID,occurrenceID,eventDate,year,month,day,eventTime,basisOfRecord,continent,country,locality,samplingProtocol,scientificName,taxonRank,vernacularName,individualCount,organismQuantityType,organismQuantity,georeferenceVerificationStatus,geodeticDatum,decimalLongitude,decimalLatitude,coordinatePrecision,coordinateUncertaintyInMeters,recordedBy,lifeStage,reproductiveCondition,behavior,occurrenceRemarks,associatedMedia,associatedReferences,dynamicProperties,verbatimEventDate,minimumDepthInMeters,maximumDepthInMeters
KL_Avian_0000098,2024-10-25_Avian_棉花嶼_Pond_506,2024-10-25,2024,10,25,14:55,MachineObservation,Asia,Taiwan,棉花嶼,,Bubulcus ibis,species,黃頭鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000093,2024-10-25_Avian_棉花嶼_Pond_505,2024-10-25,2024,10,25,14:55,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea alba,species,大白鷺,3,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000096,2024-10-25_Avian_棉花嶼_Pond_478,2024-10-25,2024,10,25,13:30,MachineObservation,Asia,Taiwan,棉花嶼,,Egretta garzetta,species,小白鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000004,2024-10-25_Avian_棉花嶼_Pond_504,2024-10-25,2024,10,25,14:44,MachineObservation,Asia,Taiwan,棉花嶼,,Anas zonorhyncha,species,花嘴鴨,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000098,2024-10-25_Avian_棉花嶼_Pond_503,2024-10-25,2024,10,25,14:44,MachineObservation,Asia,Taiwan,棉花嶼,,Bubulcus ibis,species,黃頭鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000093,2024-10-25_Avian_棉花嶼_Pond_502,2024-10-25,2024,10,25,14:44,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea alba,species,大白鷺,3,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000093,2024-10-25_Avian_棉花嶼_Pond_484,2024-10-25,2024,10,25,13:40,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea alba,species,大白鷺,3,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000096,2024-10-25_Avian_棉花嶼_Pond_470,2024-10-25,2024,10,25,13:10,MachineObservation,Asia,Taiwan,棉花嶼,,Egretta garzetta,species,小白鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000093,2024-10-25_Avian_棉花嶼_Pond_500,2024-10-25,2024,10,25,14:34,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea alba,species,大白鷺,2,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000004,2024-10-25_Avian_棉花嶼_Pond_468,2024-10-25,2024,10,25,12:53,MachineObservation,Asia,Taiwan,棉花嶼,,Anas zonorhyncha,species,花嘴鴨,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000004,2024-10-25_Avian_棉花嶼_Pond_477,2024-10-25,2024,10,25,13:20,MachineObservation,Asia,Taiwan,棉花嶼,,Anas zonorhyncha,species,花嘴鴨,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000093,2024-10-25_Avian_棉花嶼_Pond_469,2024-10-25,2024,10,25,12:53,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea alba,species,大白鷺,3,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000093,2024-10-25_Avian_棉花嶼_Pond_510,2024-10-25,2024,10,25,16:41,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea alba,species,大白鷺,3,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000093,2024-10-25_Avian_棉花嶼_Pond_475,2024-10-25,2024,10,25,13:20,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea alba,species,大白鷺,2,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000096,2024-10-25_Avian_棉花嶼_Pond_474,2024-10-25,2024,10,25,13:20,MachineObservation,Asia,Taiwan,棉花嶼,,Egretta garzetta,species,小白鷺,3,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000096,2024-10-25_Avian_棉花嶼_Pond_483,2024-10-25,2024,10,25,13:40,MachineObservation,Asia,Taiwan,棉花嶼,,Egretta garzetta,species,小白鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000093,2024-10-25_Avian_棉花嶼_Pond_473,2024-10-25,2024,10,25,13:10,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea alba,species,大白鷺,2,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000094,2024-10-25_Avian_棉花嶼_Pond_471,2024-10-25,2024,10,25,13:10,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea intermedia,species,中白鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000094,2024-10-25_Avian_棉花嶼_Pond_476,2024-10-25,2024,10,25,13:20,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea intermedia,species,中白鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000098,2024-10-25_Avian_棉花嶼_Pond_511,2024-10-25,2024,10,25,16:41,MachineObservation,Asia,Taiwan,棉花嶼,,Bubulcus ibis,species,黃頭鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000004,2024-10-25_Avian_棉花嶼_Pond_513,2024-10-25,2024,10,25,16:41,MachineObservation,Asia,Taiwan,棉花嶼,,Anas zonorhyncha,species,花嘴鴨,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000096,2024-10-25_Avian_棉花嶼_Pond_499,2024-10-25,2024,10,25,14:34,MachineObservation,Asia,Taiwan,棉花嶼,,Egretta garzetta,species,小白鷺,3,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000093,2024-10-25_Avian_棉花嶼_Pond_497,2024-10-25,2024,10,25,14:24,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea alba,species,大白鷺,2,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000094,2024-10-25_Avian_棉花嶼_Pond_482,2024-10-25,2024,10,25,13:30,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea intermedia,species,中白鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000238,2024-10-25_Avian_棉花嶼_Pond_495,2024-10-25,2024,10,25,14:13,MachineObservation,Asia,Taiwan,棉花嶼,,Ardeidae,family,鷺科,3,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000093,2024-10-25_Avian_棉花嶼_Pond_494,2024-10-25,2024,10,25,14:13,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea alba,species,大白鷺,2,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000096,2024-10-25_Avian_棉花嶼_Pond_493,2024-10-25,2024,10,25,14:13,MachineObservation,Asia,Taiwan,棉花嶼,,Egretta garzetta,species,小白鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000238,2024-10-25_Avian_棉花嶼_Pond_492,2024-10-25,2024,10,25,14:01,MachineObservation,Asia,Taiwan,棉花嶼,,Ardeidae,family,鷺科,3,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000096,2024-10-25_Avian_棉花嶼_Pond_512,2024-10-25,2024,10,25,16:41,MachineObservation,Asia,Taiwan,棉花嶼,,Egretta garzetta,species,小白鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000096,2024-10-25_Avian_棉花嶼_Pond_490,2024-10-25,2024,10,25,14:01,MachineObservation,Asia,Taiwan,棉花嶼,,Egretta garzetta,species,小白鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000093,2024-10-25_Avian_棉花嶼_Pond_491,2024-10-25,2024,10,25,14:01,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea alba,species,大白鷺,3,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000098,2024-10-25_Avian_棉花嶼_Pond_480,2024-10-25,2024,10,25,13:30,MachineObservation,Asia,Taiwan,棉花嶼,,Bubulcus ibis,species,黃頭鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000238,2024-10-25_Avian_棉花嶼_Pond_488,2024-10-25,2024,10,25,13:50,MachineObservation,Asia,Taiwan,棉花嶼,,Ardeidae,family,鷺科,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000093,2024-10-25_Avian_棉花嶼_Pond_487,2024-10-25,2024,10,25,13:50,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea alba,species,大白鷺,2,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000004,2024-10-25_Avian_棉花嶼_Pond_481,2024-10-25,2024,10,25,13:30,MachineObservation,Asia,Taiwan,棉花嶼,,Anas zonorhyncha,species,花嘴鴨,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000238,2024-10-25_Avian_棉花嶼_Pond_485,2024-10-25,2024,10,25,13:40,MachineObservation,Asia,Taiwan,棉花嶼,,Ardeidae,family,鷺科,2,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000096,2024-10-25_Avian_棉花嶼_Pond_486,2024-10-25,2024,10,25,13:50,MachineObservation,Asia,Taiwan,棉花嶼,,Egretta garzetta,species,小白鷺,2,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000096,2024-10-25_Avian_棉花嶼_Pond_496,2024-10-25,2024,10,25,14:24,MachineObservation,Asia,Taiwan,棉花嶼,,Egretta garzetta,species,小白鷺,2,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000093,2024-10-25_Avian_棉花嶼_Pond_479,2024-10-25,2024,10,25,13:30,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea alba,species,大白鷺,3,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000238,2024-10-25_Avian_棉花嶼_Pond_501,2024-10-25,2024,10,25,14:34,MachineObservation,Asia,Taiwan,棉花嶼,,Ardeidae,family,鷺科,3,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000098,2024-10-25_Avian_棉花嶼_Pond_489,2024-10-25,2024,10,25,13:50,MachineObservation,Asia,Taiwan,棉花嶼,,Bubulcus ibis,species,黃頭鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000238,2024-10-25_Avian_棉花嶼_Pond_498,2024-10-25,2024,10,25,14:24,MachineObservation,Asia,Taiwan,棉花嶼,,Ardeidae,family,鷺科,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-25,,
KL_Avian_0000093,2024-10-26_Avian_棉花嶼_Pond_515,2024-10-26,2024,10,26,14:40,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea alba,species,大白鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-26,,
KL_Avian_0000091,2024-10-26_Avian_棉花嶼_Pond_516,2024-10-26,2024,10,26,14:40,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea cinerea,species,蒼鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-26,,
KL_Avian_0000093,2024-10-26_Avian_棉花嶼_Pond_514,2024-10-26,2024,10,26,10:19,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea alba,species,大白鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-26,,
KL_Avian_0000208,2024-10-27_Avian_棉花嶼_Pond_528,2024-10-27,2024,10,27,11:48,MachineObservation,Asia,Taiwan,棉花嶼,,Motacilla tschutschensis,species,東方黃鶺鴒,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-27,,
KL_Avian_0000093,2024-10-27_Avian_棉花嶼_Pond_517,2024-10-27,2024,10,27,08:21,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea alba,species,大白鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-27,,
KL_Avian_0000091,2024-10-27_Avian_棉花嶼_Pond_522,2024-10-27,2024,10,27,09:19,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea cinerea,species,蒼鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-27,,
KL_Avian_0000091,2024-10-27_Avian_棉花嶼_Pond_523,2024-10-27,2024,10,27,09:30,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea cinerea,species,蒼鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-27,,
KL_Avian_0000203,2024-10-27_Avian_棉花嶼_Pond_524,2024-10-27,2024,10,27,09:41,MachineObservation,Asia,Taiwan,棉花嶼,,Monticola solitarius,species,藍磯鶇,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-27,,
KL_Avian_0000091,2024-10-27_Avian_棉花嶼_Pond_525,2024-10-27,2024,10,27,10:37,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea cinerea,species,蒼鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-27,,
KL_Avian_0000091,2024-10-27_Avian_棉花嶼_Pond_526,2024-10-27,2024,10,27,10:49,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea cinerea,species,蒼鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-27,,
KL_Avian_0000093,2024-10-27_Avian_棉花嶼_Pond_519,2024-10-27,2024,10,27,08:45,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea alba,species,大白鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-27,,
KL_Avian_0000098,2024-10-27_Avian_棉花嶼_Pond_520,2024-10-27,2024,10,27,08:45,MachineObservation,Asia,Taiwan,棉花嶼,,Bubulcus ibis,species,黃頭鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-27,,
KL_Avian_0000091,2024-10-27_Avian_棉花嶼_pond_N_14,2024-10-27,2024,10,27,10:50,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea cinerea,species,蒼鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-27,,
KL_Avian_0000091,2024-10-27_Avian_棉花嶼_pond_N_15,2024-10-27,2024,10,27,10:51,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea cinerea,species,蒼鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-27,,
KL_Avian_0000242,2024-10-27_Avian_棉花嶼_Pond_527,2024-10-27,2024,10,27,11:10,MachineObservation,Asia,Taiwan,棉花嶼,,Passeriformes,order,雀形目,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-27,,
KL_Avian_0000093,2024-10-27_Avian_棉花嶼_Pond_518,2024-10-27,2024,10,27,08:34,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea alba,species,大白鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-27,,
KL_Avian_0000091,2024-10-27_Avian_棉花嶼_Pond_521,2024-10-27,2024,10,27,09:05,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea cinerea,species,蒼鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-27,,
KL_Avian_0000091,2024-10-28_Avian_棉花嶼_Pond_534,2024-10-28,2024,10,28,13:22,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea cinerea,species,蒼鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-28,,
KL_Avian_0000091,2024-10-28_Avian_棉花嶼_Pond_531,2024-10-28,2024,10,28,11:52,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea cinerea,species,蒼鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-28,,
KL_Avian_0000091,2024-10-28_Avian_棉花嶼_Pond_532,2024-10-28,2024,10,28,12:48,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea cinerea,species,蒼鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-28,,
KL_Avian_0000091,2024-10-28_Avian_棉花嶼_Pond_535,2024-10-28,2024,10,28,13:48,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea cinerea,species,蒼鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-28,,
KL_Avian_0000091,2024-10-28_Avian_棉花嶼_Pond_536,2024-10-28,2024,10,28,14:04,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea cinerea,species,蒼鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-28,,
KL_Avian_0000091,2024-10-28_Avian_棉花嶼_Pond_529,2024-10-28,2024,10,28,10:54,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea cinerea,species,蒼鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-28,,
KL_Avian_0000091,2024-10-28_Avian_棉花嶼_Pond_530,2024-10-28,2024,10,28,11:16,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea cinerea,species,蒼鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-28,,
KL_Avian_0000091,2024-10-28_Avian_棉花嶼_Pond_533,2024-10-28,2024,10,28,13:11,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea cinerea,species,蒼鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-28,,
KL_Avian_0000091,2024-10-29_Avian_棉花嶼_Pond_541,2024-10-29,2024,10,29,10:16,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea cinerea,species,蒼鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-29,,
KL_Avian_0000091,2024-10-29_Avian_棉花嶼_Pond_543,2024-10-29,2024,10,29,10:36,MachineObservation,Asia,Taiwan,棉花嶼,,Ardea cinerea,species,蒼鷺,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-29,,
KL_Avian_0000265,2024-10-29_Avian_棉花嶼_Pond_550,2024-10-29,2024,10,29,14:18,MachineObservation,Asia,Taiwan,棉花嶼,,Aves,class,鳥綱,1,,,,WGS84,122.104651,25.485146,1e-06,10.0,研海生態顧問股份有限公司,,,,,,2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告,,2024-10-29,,
